Day,Month,Year,Date,"Total Solar Irradiance (TSI) at 1-AU, W/m^2","Instrument Accuracy in 1-AU TSI, W/m^2","Instrument Precision in TSI at 1-AU, W/m^2","Solar Standard Deviation in 1-AU TSI, W/m^2","Total Uncertainty in TSI at 1-AU, W/m^2",Total Solar Irradiance at Earth distance,Instrument Accuracy at Earth distance,Instrument Precision at Earth distance,13.00,14.00,15.00
,,,20150302.50,1361.94,0.58,0.01,0.05,0.58,1386.71,0.59,0.01,0.20,0.62,0.00
,,,20150303.50,1362.05,0.58,0.01,0.08,0.59,1386.17,0.59,0.01,0.15,0.61,0.00
,,,20150304.50,1362.21,0.58,0.01,0.06,0.58,1385.70,0.59,0.01,0.18,0.62,0.00
,,,20150305.50,1362.24,0.58,0.01,0.05,0.58,1385.21,0.59,0.01,0.11,0.60,0.00
,,,20150306.50,1362.22,0.58,0.01,0.06,0.58,1384.41,0.59,0.01,0.17,0.61,0.00
,,,20150307.50,1362.16,0.58,0.01,0.06,0.58,1383.60,0.59,0.01,0.22,0.63,0.00
,,,20150308.50,1362.05,0.58,0.01,0.03,0.58,1382.73,0.59,0.01,0.21,0.63,0.00
,,,20150309.50,1361.89,0.58,0.01,0.08,0.59,1381.77,0.59,0.01,0.28,0.65,0.00
,,,20150310.50,1361.62,0.58,0.01,0.07,0.58,1380.64,0.59,0.01,0.24,0.63,0.00
,,,20150311.50,1361.35,0.58,0.01,0.09,0.59,1379.66,0.59,0.01,0.29,0.65,0.00
,,,20150312.50,1361.16,0.58,0.01,0.07,0.58,1378.72,0.59,0.01,0.28,0.65,0.00
,,,20150313.50,1361.23,0.58,0.01,0.08,0.59,1378.05,0.59,0.01,0.23,0.63,0.00
,,,20150314.50,1361.22,0.58,0.01,0.06,0.58,1377.26,0.59,0.01,0.30,0.66,0.00
,,,20150315.50,1361.24,0.58,0.01,0.06,0.58,1376.55,0.59,0.01,0.22,0.63,0.00
,,,20150316.50,1361.36,0.58,0.01,0.07,0.58,1375.89,0.59,0.01,0.20,0.62,0.00
,,,20150317.50,1361.46,0.58,0.01,0.05,0.58,1375.23,0.59,0.01,0.23,0.63,0.00
,,,20150318.50,1361.50,0.58,0.01,0.04,0.58,1374.48,0.59,0.01,0.24,0.63,0.00
,,,20150319.50,1361.49,0.58,0.01,0.05,0.58,1373.72,0.59,0.01,0.24,0.63,0.00
,,,20150320.50,1361.48,0.58,0.01,0.04,0.58,1372.93,0.59,0.01,0.25,0.64,0.00
,,,20150321.50,1361.46,0.58,0.01,0.05,0.58,1372.13,0.58,0.01,0.24,0.63,0.00
,,,20150322.50,1361.52,0.58,0.01,0.05,0.58,1371.41,0.58,0.01,0.20,0.62,0.00
,,,20150323.50,1361.59,0.58,0.01,0.05,0.58,1370.75,0.58,0.01,0.23,0.63,0.00
,,,20150324.50,1361.60,0.58,0.01,0.05,0.58,1370.04,0.58,0.01,0.22,0.62,0.00
,,,20150325.50,1361.57,0.58,0.01,0.05,0.58,1369.26,0.58,0.01,0.23,0.63,0.00
,,,20150326.50,1361.61,0.58,0.01,0.06,0.58,1368.51,0.58,0.01,0.20,0.62,0.00
,,,20150327.50,1361.65,0.58,0.01,0.05,0.58,1367.82,0.58,0.01,0.18,0.61,0.00
,,,20150328.50,1361.67,0.58,0.01,0.05,0.58,1367.02,0.58,0.01,0.24,0.63,0.00
,,,20150329.50,1361.67,0.58,0.01,0.07,0.58,1366.23,0.58,0.01,0.20,0.62,0.00
,,,20150330.50,1361.80,0.58,0.01,0.09,0.59,1365.57,0.58,0.01,0.15,0.60,0.00
,,,20150331.50,1361.97,0.58,0.01,0.07,0.59,1365.01,0.58,0.01,0.17,0.61,0.00
,,,20150401.50,1362.07,0.58,0.01,0.07,0.58,1364.34,0.58,0.01,0.20,0.61,0.00
,,,20150402.50,1362.14,0.58,0.01,0.05,0.58,1363.62,0.58,0.01,0.25,0.63,0.00
,,,20150403.50,1362.09,0.58,0.01,0.05,0.58,1362.81,0.58,0.01,0.21,0.62,0.00
,,,20150404.50,1362.06,0.58,0.01,0.05,0.58,1361.99,0.58,0.01,0.26,0.63,0.00
,,,20150405.50,1361.88,0.58,0.01,0.08,0.59,1360.98,0.58,0.01,0.28,0.64,0.00
,,,20150406.50,1361.71,0.58,0.01,0.06,0.58,1360.03,0.58,0.01,0.26,0.63,0.00
,,,20150407.50,1361.57,0.58,0.01,0.06,0.58,1359.14,0.58,0.01,0.26,0.63,0.00
,,,20150408.50,1361.51,0.58,0.01,0.05,0.58,1358.28,0.58,0.01,0.23,0.62,0.00
,,,20150409.50,1361.53,0.58,0.01,0.05,0.58,1357.53,0.58,0.01,0.25,0.63,0.00
,,,20150410.50,1361.55,0.58,0.01,0.06,0.58,1356.81,0.58,0.01,0.24,0.63,0.00
,,,20150411.50,1361.59,0.58,0.01,0.05,0.58,1355.96,0.58,0.01,0.22,0.62,0.00
,,,20150412.50,1361.55,0.58,0.01,0.05,0.58,1355.13,0.58,0.01,0.26,0.63,0.00
,,,20150413.50,1361.51,0.58,0.01,0.06,0.58,1354.29,0.58,0.01,0.29,0.64,0.00
,,,20150414.50,1361.40,0.58,0.01,0.07,0.58,1353.41,0.58,0.01,0.29,0.65,0.00
,,,20150415.50,1361.22,0.58,0.01,0.07,0.59,1352.46,0.58,0.01,0.29,0.65,0.00
,,,20150416.50,1361.08,0.58,0.01,0.07,0.59,1351.60,0.58,0.01,0.29,0.65,0.00
,,,20150417.50,1361.09,0.58,0.01,0.06,0.58,1350.87,0.58,0.01,0.17,0.60,0.00
,,,20150418.50,1361.22,0.58,0.01,0.07,0.58,1350.24,0.58,0.01,0.19,0.61,0.00
,,,20150419.50,1361.31,0.58,0.01,0.07,0.59,1349.60,0.58,0.01,0.16,0.60,0.00
,,,20150420.50,1361.58,0.58,0.01,0.10,0.59,1349.08,0.58,0.01,0.14,0.59,0.00
,,,20150421.50,1361.77,0.58,0.01,0.06,0.58,1348.50,0.58,0.01,0.19,0.61,0.00
,,,20150422.50,1361.88,0.58,0.01,0.07,0.58,1347.91,0.57,0.01,0.18,0.60,0.00
,,,20150423.50,1361.97,0.58,0.01,0.05,0.58,1347.27,0.57,0.01,0.22,0.62,0.00
,,,20150424.50,1361.86,0.58,0.01,0.08,0.59,1346.52,0.57,0.01,0.25,0.62,0.00
,,,20150425.50,1361.80,0.58,0.01,0.05,0.58,1345.79,0.57,0.01,0.19,0.60,0.00
,,,20150426.50,1361.78,0.58,0.01,0.04,0.58,1345.02,0.57,0.01,0.19,0.60,0.00
,,,20150427.50,1361.84,0.58,0.01,0.06,0.58,1344.36,0.57,0.01,0.19,0.60,0.00
,,,20150428.50,1361.89,0.58,0.01,0.06,0.58,1343.73,0.57,0.01,0.24,0.62,0.00
,,,20150429.50,1361.84,0.58,0.01,0.05,0.58,1343.03,0.57,0.01,0.23,0.62,0.00
,,,20150430.50,1361.80,0.58,0.01,0.04,0.58,1342.30,0.57,0.01,0.21,0.61,0.00
,,,20150501.50,1361.77,0.58,0.01,0.06,0.58,1341.59,0.57,0.01,0.21,0.61,0.00
,,,20150502.50,1361.67,0.58,0.01,0.05,0.58,1340.85,0.57,0.01,0.20,0.61,0.00
,,,20150503.50,1361.49,0.58,0.01,0.09,0.59,1340.00,0.57,0.01,0.25,0.63,0.00
,,,20150504.50,1361.24,0.58,0.01,0.06,0.58,1339.09,0.57,0.01,0.22,0.61,0.00
,,,20150505.50,1361.16,0.58,0.01,0.04,0.58,1338.40,0.57,0.01,0.18,0.60,0.00
,,,20150506.50,1361.15,0.58,0.01,0.05,0.58,1337.69,0.57,0.01,0.21,0.61,0.00
,,,20150507.50,1361.18,0.58,0.01,0.05,0.58,1337.05,0.57,0.01,0.22,0.61,0.00
,,,20150508.50,1361.10,0.58,0.01,0.05,0.58,1336.35,0.57,0.01,0.18,0.60,0.00
,,,20150509.50,1361.08,0.58,0.01,0.05,0.58,1335.65,0.57,0.01,0.20,0.60,0.00
,,,20150510.50,1361.04,0.58,0.01,0.06,0.58,1335.00,0.57,0.01,0.19,0.60,0.00
,,,20150511.50,1361.08,0.58,0.01,0.05,0.58,1334.43,0.57,0.01,0.16,0.59,0.00
,,,20150512.50,1361.16,0.58,0.01,0.06,0.58,1333.88,0.57,0.01,0.15,0.59,0.00
,,,20150513.50,1361.25,0.58,0.01,0.07,0.59,1333.41,0.57,0.01,0.14,0.58,0.00
,,,20150514.50,1361.50,0.58,0.01,0.08,0.59,1333.00,0.57,0.01,0.13,0.58,0.00
,,,20150515.50,1361.69,0.58,0.01,0.07,0.59,1332.60,0.57,0.01,0.14,0.58,0.00
,,,20150516.50,1361.80,0.58,0.01,0.04,0.58,1332.12,0.57,0.01,0.16,0.59,0.00
,,,20150517.50,1361.82,0.58,0.01,0.05,0.58,1331.60,0.57,0.01,0.21,0.60,0.00
,,,20150518.50,1361.82,0.58,0.01,0.05,0.58,1331.03,0.57,0.01,0.14,0.58,0.00
,,,20150519.50,1361.86,0.58,0.01,0.05,0.58,1330.55,0.57,0.01,0.16,0.59,0.00
,,,20150520.50,1361.91,0.58,0.01,0.05,0.58,1330.11,0.57,0.01,0.15,0.59,0.00
,,,20150521.50,1361.81,0.58,0.01,0.06,0.58,1329.49,0.57,0.01,0.18,0.59,0.00
,,,20150522.50,1361.67,0.58,0.01,0.06,0.58,1328.89,0.57,0.01,0.17,0.59,0.00
,,,20150523.50,1361.56,0.58,0.01,0.06,0.58,1328.24,0.57,0.01,0.17,0.59,0.00
,,,20150524.50,1361.47,0.58,0.01,0.05,0.58,1327.70,0.57,0.01,0.13,0.58,0.00
,,,20150525.50,1361.51,0.58,0.01,0.05,0.58,1327.27,0.57,0.01,0.13,0.58,0.00
,,,20150526.50,1361.56,0.58,0.01,0.06,0.58,1326.86,0.57,0.01,0.14,0.58,0.00
,,,20150527.50,1361.57,0.58,0.01,0.05,0.58,1326.42,0.57,0.01,0.13,0.58,0.00
,,,20150528.50,1361.57,0.58,0.01,0.05,0.58,1325.97,0.57,0.01,0.16,0.59,0.00
,,,20150529.50,1361.47,0.58,0.01,0.06,0.58,1325.42,0.57,0.01,0.18,0.59,0.00
,,,20150530.50,1361.37,0.58,0.01,0.05,0.58,1324.94,0.57,0.01,0.14,0.58,0.00
,,,20150531.50,1361.34,0.58,0.01,0.05,0.58,1324.50,0.57,0.01,0.13,0.58,0.00
,,,20150601.50,1361.38,0.58,0.01,0.06,0.58,1324.11,0.57,0.01,0.14,0.58,0.00
,,,20150602.50,1361.50,0.58,0.01,0.07,0.59,1323.83,0.57,0.01,0.09,0.57,0.00
,,,20150603.50,1361.65,0.58,0.01,0.05,0.58,1323.56,0.56,0.01,0.10,0.57,0.00
,,,20150604.50,1361.70,0.58,0.01,0.05,0.58,1323.27,0.56,0.01,0.11,0.57,0.00
,,,20150605.50,1361.69,0.58,0.01,0.05,0.58,1322.88,0.56,0.01,0.12,0.58,0.00
,,,20150606.50,1361.70,0.58,0.01,0.05,0.58,1322.57,0.56,0.01,0.15,0.58,0.00
,,,20150607.50,1361.58,0.58,0.01,0.08,0.59,1322.03,0.56,0.01,0.18,0.59,0.00
,,,20150608.50,1361.56,0.58,0.01,0.06,0.58,1321.67,0.56,0.01,0.09,0.57,0.00
,,,20150609.50,1361.65,0.58,0.01,0.07,0.59,1321.43,0.56,0.01,0.08,0.57,0.00
,,,20150610.50,1361.74,0.58,0.01,0.06,0.58,1321.21,0.56,0.01,0.09,0.57,0.00
,,,20150611.50,1361.88,0.58,0.01,0.06,0.58,1321.03,0.56,0.01,0.08,0.57,0.00
,,,20150612.50,1361.93,0.58,0.01,0.05,0.58,1320.78,0.56,0.01,0.11,0.57,0.00
,,,20150613.50,1361.93,0.58,0.01,0.06,0.58,1320.48,0.56,0.01,0.12,0.58,0.00
,,,20150614.50,1361.77,0.58,0.01,0.09,0.59,1320.05,0.56,0.01,0.16,0.59,0.00
,,,20150615.50,1361.62,0.58,0.01,0.07,0.59,1319.64,0.56,0.01,0.14,0.58,0.00
,,,20150616.50,1361.43,0.58,0.01,0.09,0.59,1319.22,0.56,0.01,0.16,0.59,0.00
,,,20150617.50,1361.21,0.58,0.01,0.07,0.59,1318.80,0.56,0.01,0.13,0.58,0.00
,,,20150618.50,1360.90,0.58,0.01,0.11,0.59,1318.26,0.56,0.01,0.17,0.59,0.00
,,,20150619.50,1360.59,0.58,0.01,0.08,0.59,1317.78,0.56,0.01,0.13,0.58,0.00
,,,20150620.50,1360.38,0.58,0.01,0.06,0.58,1317.39,0.56,0.01,0.10,0.57,0.00
,,,20150621.50,1360.34,0.58,0.01,0.05,0.58,1317.18,0.56,0.01,0.05,0.56,0.00
,,,20150622.50,1360.43,0.58,0.01,0.06,0.58,1317.12,0.56,0.01,0.07,0.57,0.00
,,,20150623.50,1360.49,0.58,0.01,0.07,0.59,1317.04,0.56,0.01,0.06,0.57,0.00
,,,20150624.50,1360.72,0.58,0.01,0.11,0.59,1317.15,0.56,0.01,0.07,0.57,0.00
,,,20150625.50,1360.98,0.58,0.01,0.08,0.59,1317.28,0.56,0.01,0.05,0.57,0.00
,,,20150626.50,1361.12,0.58,0.01,0.07,0.59,1317.31,0.56,0.01,0.05,0.56,0.00
,,,20150627.50,1361.25,0.58,0.01,0.06,0.58,1317.35,0.56,0.01,0.04,0.56,0.00
,,,20150628.50,1361.33,0.58,0.01,0.05,0.58,1317.34,0.56,0.01,0.04,0.56,0.00
,,,20150629.50,1361.44,0.58,0.01,0.07,0.59,1317.37,0.56,0.01,0.06,0.57,0.00
,,,20150630.50,1361.57,0.58,0.01,0.05,0.58,1317.44,0.56,0.01,0.04,0.56,0.00
,,,20150701.50,1361.56,0.58,0.01,0.04,0.58,1317.38,0.56,0.01,0.05,0.56,0.00
,,,20150702.50,1361.54,0.58,0.01,0.04,0.58,1317.32,0.56,0.01,0.05,0.56,0.00
,,,20150703.50,1361.54,0.58,0.01,0.05,0.58,1317.28,0.56,0.01,0.05,0.56,0.00
,,,20150704.50,1361.55,0.58,0.01,0.05,0.58,1317.26,0.56,0.01,0.05,0.56,0.00
,,,20150705.50,1361.52,0.58,0.01,0.08,0.59,1317.22,0.56,0.01,0.08,0.57,0.00
,,,20150706.50,1361.34,0.58,0.01,0.06,0.58,1317.03,0.56,0.01,0.06,0.57,0.00
,,,20150707.50,1361.38,0.58,0.01,0.04,0.58,1317.08,0.56,0.01,0.04,0.56,0.00
,,,20150708.50,1361.43,0.58,0.01,0.07,0.59,1317.14,0.56,0.01,0.07,0.57,0.00
,,,20150709.50,1361.53,0.58,0.01,0.05,0.58,1317.26,0.56,0.01,0.05,0.57,0.00
,,,20150710.50,1361.49,0.58,0.01,0.05,0.58,1317.25,0.56,0.01,0.05,0.56,0.00
,,,20150711.50,1361.55,0.58,0.01,0.05,0.58,1317.37,0.56,0.01,0.06,0.57,0.00
,,,20150712.50,1361.57,0.58,0.01,0.05,0.58,1317.45,0.56,0.01,0.06,0.57,0.00
,,,20150713.50,1361.66,0.58,0.01,0.05,0.58,1317.62,0.56,0.01,0.05,0.57,0.00
,,,20150714.50,1361.68,0.58,0.01,0.05,0.58,1317.73,0.56,0.01,0.06,0.57,0.00
,,,20150715.50,1361.62,0.58,0.01,0.05,0.58,1317.79,0.56,0.01,0.05,0.57,0.00
,,,20150716.50,1361.56,0.58,0.01,0.05,0.58,1317.86,0.56,0.01,0.05,0.57,0.00
,,,20150717.50,1361.54,0.58,0.01,0.05,0.58,1317.98,0.56,0.01,0.05,0.57,0.00
,,,20150718.50,1361.50,0.58,0.01,0.05,0.58,1318.09,0.56,0.01,0.04,0.56,0.00
,,,20150719.50,1361.39,0.58,0.01,0.07,0.59,1318.15,0.56,0.01,0.05,0.57,0.00
,,,20150720.50,1361.26,0.58,0.01,0.05,0.58,1318.22,0.56,0.01,0.08,0.57,0.00
,,,20150721.50,1361.27,0.58,0.01,0.05,0.58,1318.46,0.56,0.01,0.10,0.57,0.00
,,,20150722.50,1361.28,0.58,0.01,0.05,0.58,1318.69,0.56,0.01,0.07,0.57,0.00
,,,20150723.50,1361.27,0.58,0.01,0.06,0.58,1318.91,0.56,0.01,0.10,0.57,0.00
,,,20150724.50,1361.28,0.58,0.01,0.06,0.58,1319.15,0.56,0.01,0.08,0.57,0.00
,,,20150725.50,1361.28,0.58,0.01,0.05,0.58,1319.40,0.56,0.01,0.09,0.57,0.00
,,,20150726.50,1361.20,0.58,0.01,0.05,0.58,1319.59,0.56,0.01,0.10,0.57,0.00
,,,20150727.50,1361.28,0.58,0.01,0.07,0.59,1319.93,0.56,0.01,0.13,0.58,0.00
,,,20150728.50,1361.41,0.58,0.01,0.06,0.58,1320.34,0.56,0.01,0.13,0.58,0.00
,,,20150729.50,1361.55,0.58,0.01,0.06,0.58,1320.78,0.56,0.01,0.13,0.58,0.00
,,,20150730.50,1361.63,0.58,0.01,0.05,0.58,1321.13,0.56,0.01,0.13,0.58,0.00
,,,20150731.50,1361.67,0.58,0.01,0.06,0.58,1321.67,0.56,0.01,0.06,0.57,0.00
,,,20150801.50,1361.64,0.58,0.01,0.05,0.58,1321.81,0.56,0.01,0.11,0.58,0.00
,,,20150802.50,1361.61,0.58,0.01,0.05,0.58,1322.11,0.56,0.01,0.11,0.58,0.00
,,,20150803.50,1361.64,0.58,0.01,0.06,0.58,1322.44,0.57,0.01,0.11,0.58,0.00
,,,20150804.50,1361.57,0.58,0.01,0.07,0.59,1322.74,0.57,0.01,0.08,0.57,0.00
,,,20150805.50,1361.40,0.58,0.01,0.10,0.59,1322.90,0.57,0.01,0.05,0.57,0.00
,,,20150806.50,1361.10,0.58,0.01,0.10,0.59,1322.96,0.57,0.01,0.05,0.57,0.00
,,,20150807.50,1360.81,0.58,0.01,0.09,0.59,1323.08,0.57,0.01,0.07,0.57,0.00
,,,20150808.50,1360.75,0.58,0.01,0.04,0.58,1323.40,0.57,0.01,0.12,0.58,0.00
,,,20150809.50,1360.81,0.58,0.01,0.05,0.58,1323.85,0.57,0.01,0.14,0.58,0.00
,,,20150810.50,1361.01,0.58,0.01,0.10,0.59,1324.43,0.57,0.01,0.21,0.60,0.00
,,,20150811.50,1361.26,0.58,0.01,0.11,0.59,1325.10,0.57,0.01,0.24,0.61,0.00
,,,20150812.50,1361.39,0.58,0.01,0.07,0.59,1325.65,0.57,0.01,0.18,0.59,0.00
,,,20150813.50,1361.43,0.58,0.01,0.07,0.59,1326.16,0.57,0.01,0.11,0.58,0.00
,,,20150814.50,1361.30,0.58,0.01,0.05,0.58,1326.50,0.57,0.01,0.15,0.59,0.00
,,,20150815.50,1361.28,0.58,0.01,0.05,0.58,1326.92,0.57,0.01,0.14,0.58,0.00
,,,20150816.50,1361.25,0.58,0.01,0.04,0.58,1327.39,0.57,0.01,0.15,0.59,0.00
,,,20150817.50,1361.22,0.58,0.01,0.04,0.58,1327.83,0.57,0.01,0.16,0.59,0.00
,,,20150818.50,1361.24,0.58,0.01,0.04,0.58,1328.35,0.57,0.01,0.17,0.59,0.00
,,,20150819.50,1361.20,0.58,0.01,0.04,0.58,1328.83,0.57,0.01,0.14,0.59,0.00
,,,20150820.50,1361.14,0.58,0.01,0.07,0.59,1329.33,0.57,0.01,0.15,0.59,0.00
,,,20150821.50,1360.97,0.58,0.01,0.12,0.59,1329.69,0.57,0.01,0.10,0.58,0.00
,,,20150822.50,1360.72,0.58,0.01,0.10,0.59,1330.00,0.57,0.01,0.11,0.58,0.00
,,,20150823.50,1360.44,0.58,0.01,0.10,0.59,1330.32,0.57,0.01,0.12,0.58,0.00
,,,20150824.50,1360.27,0.58,0.01,0.05,0.58,1330.70,0.57,0.01,0.16,0.59,0.00
,,,20150825.50,1360.44,0.58,0.01,0.09,0.59,1331.52,0.57,0.01,0.24,0.62,0.00
,,,20150826.50,1360.82,0.58,0.01,0.12,0.59,1332.48,0.57,0.01,0.27,0.63,0.00
,,,20150827.50,1361.18,0.58,0.01,0.11,0.59,1333.35,0.57,0.01,0.27,0.63,0.00
,,,20150828.50,1361.46,0.58,0.01,0.08,0.59,1334.27,0.57,0.01,0.25,0.62,0.00
,,,20150829.50,1361.58,0.58,0.01,0.05,0.58,1334.92,0.57,0.01,0.20,0.60,0.00
,,,20150830.50,1361.59,0.58,0.01,0.05,0.58,1335.59,0.57,0.01,0.19,0.60,0.00
,,,20150831.50,1361.60,0.58,0.01,0.05,0.58,1336.23,0.57,0.01,0.17,0.60,0.00
,,,20150901.50,1361.57,0.58,0.01,0.05,0.58,1336.80,0.57,0.01,0.16,0.59,0.00
